"id","parcel_apn","sthsnum","ststname","stsuffix","stcity","ststate","stzip"
119925283,"034 G090920000","2A","JEANETTE","ST","DANBURY","CT","06811"
9285624,"034 G090920000","2A","JEANETTE","ST","DANBURY","CT","06811"
208183378,"034 G090960000","60","PADANARAM","RD","DANBURY","CT","06811"
119927470,"034 G090960000","60","PADANARAM","RD","DANBURY","CT","06811"
9290011,"034 G090960000","60","PADANARAM","RD","DANBURY","CT","06811"
119952884,"034 H101490000","25","PADANARAM","RD","DANBURY","CT","06811"
9318597,"034 H101490000","25","PADANARAM","RD","DANBURY","CT","06811"
208346555,"034 H101490000","25","PADANARAM","RD","DANBURY","CT","06811"
119742926,"034 I090280000","20","PEMBROKE","RD","DANBURY","CT","06811"
9044216,"034 I090280000","20","PEMBROKE","RD","DANBURY","CT","06811"
207031898,"034 I090280000","20","PEMBROKE","RD","DANBURY","CT","06811"
207135373,"034 G101530000","9A","FARM","ST","DANBURY","CT","06811"
119759365,"034 G101530000","9A","FARM","ST","DANBURY","CT","06811"
9076969,"034 G101530000","9A","FARM","ST","DANBURY","CT","06811"
119767658,"034 H101530000","15A","PADANARAM","RD","DANBURY","CT","06811"
207194171,"034 H100730000","83","GOLDEN HILL","RD","DANBURY","CT","06811"
119768974,"034 H100730000","83","GOLDEN HILL","RD","DANBURY","CT","06811"
9093623,"034 H100730000","83","GOLDEN HILL","RD","DANBURY","CT","06811"
5465657,"033 40 47 31B","245","MAIN","ST","CROMWELL","CT","06416"
103362709,"033 40 47 31B","245","MAIN","ST","CROMWELL","CT","06416"
203761457,"082 10/10.3/87","8","CHICKOPEE","RD","MIDDLEFIELD","CT","06455"
5104892,"082 10/10.3/87","8","CHICKOPEE","RD","MIDDLEFIELD","CT","06455"
103159466,"082 10/10.3/87","8","CHICKOPEE","RD","MIDDLEFIELD","CT","06455"
204828348,"082 7/27-2","17","LOUIS","RD","MIDDLEFIELD","CT","06455"
5420722,"082 7/27-2","17","LOUIS","RD","MIDDLEFIELD","CT","06455"
103315101,"082 7/27-2","17","LOUIS","RD","MIDDLEFIELD","CT","06455"
204869768,"082 11/54","11","LOUIS","RD","MIDDLEFIELD","CT","06455"
5433743,"082 11/54","11","LOUIS","RD","MIDDLEFIELD","CT","06455"
103321281,"082 11/54","11","LOUIS","RD","MIDDLEFIELD","CT","06455"
203965806,"113 035/0001","15","WILCOX HILL","RD","PORTLAND","CT","06480"
103189295,"113 035/0001","15","WILCOX HILL","RD","PORTLAND","CT","06480"
204059507,"042 11/40/11","118","CLARK HILL","RD","EAST HAMPTON","CT","06424"
5201208,"042 11/40/11","118","CLARK HILL","RD","EAST HAMPTON","CT","06424"
103203404,"042 11/40/11","118","CLARK HILL","RD","EAST HAMPTON","CT","06424"
204617220,"042 03A/44/62","11","LAKE","DR","EAST HAMPTON","CT","06424"
5316361,"042 03A/44/62","11","LAKE","DR","EAST HAMPTON","CT","06424"
103284049,"042 03A/44/62","11","LAKE","DR","EAST HAMPTON","CT","06424"
119779833,"034 H101570000","7","PADANARAM","RD","DANBURY","CT","06811"
9107957,"034 H101570000","7","PADANARAM","RD","DANBURY","CT","06811"
207260889,"034 H101570000","7","PADANARAM","RD","DANBURY","CT","06811"
207381947,"034 I110020000","38","PADANARAM","AVE","DANBURY","CT","06811"
119799508,"034 I110020000","38","PADANARAM","AVE","DANBURY","CT","06811"
9127043,"034 I110020000","38","PADANARAM","AVE","DANBURY","CT","06811"
207606845,"034 I091200000","16","HAYESTOWN","RD","DANBURY","CT","06811"
119836490,"034 I091200000","16","HAYESTOWN","RD","DANBURY","CT","06811"
9179569,"034 I091200000","16","HAYESTOWN","RD","DANBURY","CT","06811"
208008386,"034 I100980000","4","OAK","LN","DANBURY","CT","06811"
119899603,"034 I100980000","4","OAK","LN","DANBURY","CT","06811"
9251294,"034 I100980000","4","OAK","LN","DANBURY","CT","06811"
208011364,"034 I100510000","1","HAYESTOWN","RD","DANBURY","CT","06811"
119900094,"034 I100510000","1","HAYESTOWN","RD","DANBURY","CT","06811"
9258339,"034 I100510000","1","HAYESTOWN","RD","DANBURY","CT","06811"
208102434,"034 I111200000","20","OAKLAND","AVE","DANBURY","CT","06810"
119914559,"034 I111200000","20","OAKLAND","AVE","DANBURY","CT","06810"
9275851,"034 I111200000","20","OAKLAND","AVE","DANBURY","CT","06810"
207129935,"034 J100730000","1B","MEADOWBROOK","RD","DANBURY","CT","06811"
119758494,"034 J100730000","1B","MEADOWBROOK","RD","DANBURY","CT","06811"
9072547,"034 J100730000","1B","MEADOWBROOK","RD","DANBURY","CT","06811"
207309053,"034 J111900000","16","VIRGINIA","AVE","DANBURY","CT","06810"
119787551,"034 J111900000","16","VIRGINIA","AVE","DANBURY","CT","06810"
9113867,"034 J111900000","16","VIRGINIA","AVE","DANBURY","CT","06810"
119874123,"018 C16007","1R","FEDERAL","RD","BROOKFIELD","CT","06804"
9190255,"018 C16007","1R","FEDERAL","RD","BROOKFIELD","CT","06804"
207937993,"018 E15032","2","SAND CUT","RD","BROOKFIELD","CT","06804"
119888754,"018 E15032","2","SAND CUT","RD","BROOKFIELD","CT","06804"
9213367,"018 E15032","2","SAND CUT","RD","BROOKFIELD","CT","06804"
207957383,"018 E15034","165A","VALE","RD","BROOKFIELD","CT","06804"
119891568,"018 E15034","165A","VALE","RD","BROOKFIELD","CT","06804"
9220787,"018 E15034","165A","VALE","RD","BROOKFIELD","CT","06804"
208463499,"034 L110070000","13","CORPORATE","DR","DANBURY","CT","06810"
119970213,"034 L110070000","13","CORPORATE","DR","DANBURY","CT","06810"
9314394,"034 L110070000","13","CORPORATE","DR","DANBURY","CT","06810"
207293093,"034 M100040000","15B","POCONO","LN","DANBURY","CT","06810"
119784872,"034 M100040000","15B","POCONO","LN","DANBURY","CT","06810"
9075261,"034 M100040000","15B","POCONO","LN","DANBURY","CT","06810"
207304420,"034 M100370000","2A","CLAREMONT","TER","DANBURY","CT","06810"
119786727,"034 M100370000","2A","CLAREMONT","TER","DANBURY","CT","06810"
9079712,"034 M100370000","2A","CLAREMONT","TER","DANBURY","CT","06810"
207924114,"034 H120020000","12","CLAPBOARD RIDGE","RD","DANBURY","CT","06811"
119886450,"034 H120020000","12","CLAPBOARD RIDGE","RD","DANBURY","CT","06811"
9144087,"034 H120020000","12","CLAPBOARD RIDGE","RD","DANBURY","CT","06811"
208110072,"034 H120320000","103","KOHANZA","ST","DANBURY","CT","06811"
119916018,"034 H120320000","103","KOHANZA","ST","DANBURY","CT","06811"
9147302,"034 H120320000","103","KOHANZA","ST","DANBURY","CT","06811"
207996175,"034 H120370000","8","PARKER","ST","DANBURY","CT","06811"
119897684,"034 H120370000","8","PARKER","ST","DANBURY","CT","06811"
9150228,"034 H120370000","8","PARKER","ST","DANBURY","CT","06811"
208352203,"034 H120240000","6","GOLDEN HILL","RD","DANBURY","CT","06811"
119953660,"034 H120240000","6","GOLDEN HILL","RD","DANBURY","CT","06811"
9169361,"034 H120240000","6","GOLDEN HILL","RD","DANBURY","CT","06811"
209318282,"034 H131830000","3","KOHANZA","ST","DANBURY","CT","06810"
120104696,"034 H131830000","3","KOHANZA","ST","DANBURY","CT","06810"
9237992,"034 H131830000","3","KOHANZA","ST","DANBURY","CT","06810"
209520218,"034 G140360000","14","BERGH","ST","DANBURY","CT","06810"
120135798,"034 G140360000","14","BERGH","ST","DANBURY","CT","06810"
9259217,"034 G140360000","14","BERGH","ST","DANBURY","CT","06810"
209799880,"034 H133340000","20","RAYMOND","PL","DANBURY","CT","06810"
120179845,"034 H133340000","20","RAYMOND","PL","DANBURY","CT","06810"
9319317,"034 H133340000","20","RAYMOND","PL","DANBURY","CT","06810"
208178192,"034 H130170000","4","FARVIEW","AVE","DANBURY","CT","06810"
119926517,"034 H130170000","4","FARVIEW","AVE","DANBURY","CT","06810"
9250380,"034 H130170000","4","FARVIEW","AVE","DANBURY","CT","06810"
208149029,"034 H132180000","9","FARVIEW","AVE","DANBURY","CT","06810"
119921967,"034 H132180000","9","FARVIEW","AVE","DANBURY","CT","06810"
9245547,"034 H132180000","9","FARVIEW","AVE","DANBURY","CT","06810"
208192481,"034 H133200000","6","ANN","DR","DANBURY","CT","06810"
119928938,"034 H133200000","6","ANN","DR","DANBURY","CT","06810"
9258847,"034 H133200000","6","ANN","DR","DANBURY","CT","06810"
208239125,"034 H133240000","5","ANN","DR","DANBURY","CT","06810"
119936306,"034 H133240000","5","ANN","DR","DANBURY","CT","06810"
9258425,"034 H133240000","5","ANN","DR","DANBURY","CT","06810"
208247527,"034 H133220000","8","ANN","DR","DANBURY","CT","06810"
119937499,"034 H133220000","8","ANN","DR","DANBURY","CT","06810"
9260670,"034 H133220000","8","ANN","DR","DANBURY","CT","06810"
208251784,"034 H133230000","7","ANN","DR","DANBURY","CT","06810"
119938174,"034 H133230000","7","ANN","DR","DANBURY","CT","06810"
9261917,"034 H133230000","7","ANN","DR","DANBURY","CT","06810"
208268388,"034 H133030000","9A","FRANKLIN","ST","DANBURY","CT","06810"
119940670,"034 H133030000","9A","FRANKLIN","ST","DANBURY","CT","06810"
9264614,"034 H133030000","9A","FRANKLIN","ST","DANBURY","CT","06810"
208975473,"034 J112640000","5A","3RD","ST","DANBURY","CT","06810"
120051551,"034 J112640000","5A","3RD","ST","DANBURY","CT","06810"
9376473,"034 J112640000","5A","3RD","ST","DANBURY","CT","06810"
209131512,"034 J122100000","152B","OSBORNE","ST","DANBURY","CT","06810"
120075933,"034 J122100000","152B","OSBORNE","ST","DANBURY","CT","06810"
9397696,"034 J122100000","152B","OSBORNE","ST","DANBURY","CT","06810"
209182688,"034 J121580000","25A","JAMES","ST","DANBURY","CT","06810"
120084066,"034 J121580000","25A","JAMES","ST","DANBURY","CT","06810"
9410297,"034 J121580000","25A","JAMES","ST","DANBURY","CT","06810"
209265231,"034 J121790000","55B","JAMES","ST","DANBURY","CT","06810"
120096563,"034 J121790000","55B","JAMES","ST","DANBURY","CT","06810"
9424006,"034 J121790000","55B","JAMES","ST","DANBURY","CT","06810"
209350242,"034 K131890000","30","FEDERAL","RD","DANBURY","CT","06810"
120109704,"034 K131890000","30","FEDERAL","RD","DANBURY","CT","06810"
9433111,"034 K131890000","30","FEDERAL","RD","DANBURY","CT","06810"
209395269,"034 I130770000","1","UNION","AVE","DANBURY","CT","06810"
120116450,"034 I130770000","1","UNION","AVE","DANBURY","CT","06810"
9437252,"034 I130770000","1","UNION","AVE","DANBURY","CT","06810"
209533518,"034 I132630000","9A","MOSS","AVE","DANBURY","CT","06810"
120137830,"034 I132630000","9A","MOSS","AVE","DANBURY","CT","06810"
9461187,"034 I132630000","9A","MOSS","AVE","DANBURY","CT","06810"
208435464,"034 I141650000","248","MAIN","ST","DANBURY","CT","06810"
119965710,"034 I141650000","248","MAIN","ST","DANBURY","CT","06810"
9266196,"034 I141650000","248","MAIN","ST","DANBURY","CT","06810"
208504057,"034 I142050000","10","LIBERTY","ST","DANBURY","CT","06810"
119976631,"034 I142050000","10","LIBERTY","ST","DANBURY","CT","06810"
9281809,"034 I142050000","10","LIBERTY","ST","DANBURY","CT","06810"
209470595,"034 G151290000","84","LAKE","AVE","DANBURY","CT","06810"
120128176,"034 G151290000","84","LAKE","AVE","DANBURY","CT","06810"
9440953,"034 G151290000","84","LAKE","AVE","DANBURY","CT","06810"
209482166,"034 G152170000","3","HOBSON","ST","DANBURY","CT","06810"
120129917,"034 G152170000","3","HOBSON","ST","DANBURY","CT","06810"
9438392,"034 G152170000","3","HOBSON","ST","DANBURY","CT","06810"
209569378,"034 G151130000","44","LAKE","AVE","DANBURY","CT","06810"
9461256,"034 G151130000","44","LAKE","AVE","DANBURY","CT","06810"
209615187,"034 H153710000","10","PEACE","ST","DANBURY","CT","06810"
120150679,"034 H153710000","10","PEACE","ST","DANBURY","CT","06810"
9476672,"034 H153710000","10","PEACE","ST","DANBURY","CT","06810"
208544322,"034 H150660000","32","OIL MILL","RD","DANBURY","CT","06810"
119983193,"034 H150660000","32","OIL MILL","RD","DANBURY","CT","06810"
9297546,"034 H150660000","32","OIL MILL","RD","DANBURY","CT","06810"
208914899,"034 G161440000","39A B","BELMONT","CIR","DANBURY","CT","06810"
120041976,"034 G161440000","39A B","BELMONT","CIR","DANBURY","CT","06810"
9360401,"034 G161440000","39A B","BELMONT","CIR","DANBURY","CT","06810"
209372924,"034 I141360000","132","MAIN","ST","DANBURY","CT","06810"
120113351,"034 I141360000","132","MAIN","ST","DANBURY","CT","06810"
9427809,"034 I141360000","132","MAIN","ST","DANBURY","CT","06810"
209530552,"034 I152900000","14","STATE","ST","DANBURY","CT","06810"
120137426,"034 I152900000","14","STATE","ST","DANBURY","CT","06810"
9451192,"034 I152900000","14","STATE","ST","DANBURY","CT","06810"
209794009,"034 J150410000","22","MAIN","ST","DANBURY","CT","06810"
120178863,"034 J150410000","22","MAIN","ST","DANBURY","CT","06810"
9492752,"034 J150410000","22","MAIN","ST","DANBURY","CT","06810"
208590663,"034 J141620000","10A","HOME","PL","DANBURY","CT","06810"
119990334,"034 J141620000","10A","HOME","PL","DANBURY","CT","06810"
9303223,"034 J141620000","10A","HOME","PL","DANBURY","CT","06810"
208686032,"034 K150060000","G5","SHELTER ROCK","LN","DANBURY","CT","06810"
120005412,"034 K150060000","G5","SHELTER ROCK","LN","DANBURY","CT","06810"
9322449,"034 K150060000","G5","SHELTER ROCK","LN","DANBURY","CT","06810"
208758830,"034 J152460000","16","TRIANGLE","ST","DANBURY","CT","06810"
120016745,"034 J152460000","16","TRIANGLE","ST","DANBURY","CT","06810"
9330611,"034 J152460000","16","TRIANGLE","ST","DANBURY","CT","06810"
208919412,"034 J153490000","25A","FAIRFIELD","AVE","DANBURY","CT","06810"
120042686,"034 J153490000","25A","FAIRFIELD","AVE","DANBURY","CT","06810"
9370663,"034 J153490000","25A","FAIRFIELD","AVE","DANBURY","CT","06810"
209229632,"034 I162380000","20-A","ERIN","DR","DANBURY","CT","06810"
120091169,"034 I162380000","20-A","ERIN","DR","DANBURY","CT","06810"
9420664,"034 I162380000","20-A","ERIN","DR","DANBURY","CT","06810"
209299963,"034 J161160000","5","FAIRFIELD","AVE","DANBURY","CT","06810"
120101960,"034 J161160000","5","FAIRFIELD","AVE","DANBURY","CT","06810"
9426570,"034 J161160000","5","FAIRFIELD","AVE","DANBURY","CT","06810"
209347238,"034 K160040000","14","MORTON","ST","DANBURY","CT","06810"
120109259,"034 K160040000","14","MORTON","ST","DANBURY","CT","06810"
9434372,"034 K160040000","14","MORTON","ST","DANBURY","CT","06810"
209697995,"034 K121790000","43","BEAVER BROOK","RD","DANBURY","CT","06810"
120163826,"034 K121790000","43","BEAVER BROOK","RD","DANBURY","CT","06810"
9524099,"034 K121790000","43","BEAVER BROOK","RD","DANBURY","CT","06810"
209877036,"034 K122610000","1A","WHITNEY","AVE","DANBURY","CT","06810"
120192380,"034 K122610000","1A","WHITNEY","AVE","DANBURY","CT","06810"
9553577,"034 K122610000","1A","WHITNEY","AVE","DANBURY","CT","06810"
209999688,"034 K131370000","1","BEAVER BROOK","RD","DANBURY","CT","06810"
120212762,"034 K131370000","1","BEAVER BROOK","RD","DANBURY","CT","06810"
9573010,"034 K131370000","1","BEAVER BROOK","RD","DANBURY","CT","06810"
210221788,"034 K140380000","21","PURCELL","DR","DANBURY","CT","06810"
120248914,"034 K140380000","21","PURCELL","DR","DANBURY","CT","06810"
9630543,"034 K140380000","21","PURCELL","DR","DANBURY","CT","06810"
120020631,"034 L130230000","7-9","EDEN","DR","DANBURY","CT","06810"
208781940,"034 L130230000","7-9","EDEN","DR","DANBURY","CT","06810"
9348491,"034 L130230000","7-9","EDEN","DR","DANBURY","CT","06810"
120155014,"034 K150020000","G33","SHELTER ROCK","LN","DANBURY","CT","06810"
9481704,"034 K150020000","G33","SHELTER ROCK","LN","DANBURY","CT","06810"
209676087,"034 K150900000","G38","SHELTER ROCK","LN","DANBURY","CT","06810"
120160554,"034 K150900000","G38","SHELTER ROCK","LN","DANBURY","CT","06810"
9484251,"034 K150900000","G38","SHELTER ROCK","LN","DANBURY","CT","06810"
209645931,"034 K150970000","43","SHELTER ROCK","RD","DANBURY","CT","06810"
120155885,"034 K150970000","43","SHELTER ROCK","RD","DANBURY","CT","06810"
9484507,"034 K150970000","43","SHELTER ROCK","RD","DANBURY","CT","06810"
9484579,"034 K150270000","44","SHELTER ROCK","RD","DANBURY","CT","06810"
209684158,"034 K150990000","G51","SHELTER ROCK","LN","DANBURY","CT","06810"
120161677,"034 K150990000","G51","SHELTER ROCK","LN","DANBURY","CT","06810"
9486970,"034 K150990000","G51","SHELTER ROCK","LN","DANBURY","CT","06810"
209684959,"034 K151020000","G85","SHELTER ROCK","LN","DANBURY","CT","06810"
120161799,"034 K151020000","G85","SHELTER ROCK","LN","DANBURY","CT","06810"
209658108,"034 K151040000","G91","SHELTER ROCK","LN","DANBURY","CT","06810"
120157779,"034 K151040000","G91","SHELTER ROCK","LN","DANBURY","CT","06810"
9485951,"034 K151040000","G91","SHELTER ROCK","LN","DANBURY","CT","06810"
209690600,"034 K142330000","90","SHELTER ROCK","RD","DANBURY","CT","06810"
120162654,"034 K142330000","90","SHELTER ROCK","RD","DANBURY","CT","06810"
9487297,"034 K142330000","90","SHELTER ROCK","RD","DANBURY","CT","06810"
9489880,"034 K142390000","G103","SHELTER ROCK","LN","DANBURY","CT","06810"
209704415,"034 K142400000","G105","SHELTER ROCK","LN","DANBURY","CT","06810"
120164920,"034 K142400000","G105","SHELTER ROCK","LN","DANBURY","CT","06810"
9489965,"034 K142400000","G105","SHELTER ROCK","LN","DANBURY","CT","06810"
209667919,"034 K151060000","G80","SHELTER ROCK","LN","DANBURY","CT","06810"
120159295,"034 K151060000","G80","SHELTER ROCK","LN","DANBURY","CT","06810"
9491158,"034 K151060000","G80","SHELTER ROCK","LN","DANBURY","CT","06810"
209666510,"034 K151070000","G60","SHELTER ROCK","LN","DANBURY","CT","06810"
120159092,"034 K151070000","G60","SHELTER ROCK","LN","DANBURY","CT","06810"
9490538,"034 K151070000","G60","SHELTER ROCK","LN","DANBURY","CT","06810"
209727246,"034 K151080000","46","SHELTER ROCK","RD","DANBURY","CT","06810"
120168232,"034 K151080000","46","SHELTER ROCK","RD","DANBURY","CT","06810"
9493374,"034 K151080000","46","SHELTER ROCK","RD","DANBURY","CT","06810"
209761010,"034 K150070000","48","SHELTER ROCK","RD","DANBURY","CT","06810"
120173535,"034 K150070000","48","SHELTER ROCK","RD","DANBURY","CT","06810"
9498264,"034 K150070000","48","SHELTER ROCK","RD","DANBURY","CT","06810"
208585057,"034 K161230000","11","MANNIONS","LN","DANBURY","CT","06810"
119989517,"034 K161230000","11","MANNIONS","LN","DANBURY","CT","06810"
9319202,"034 K161230000","11","MANNIONS","LN","DANBURY","CT","06810"
208630188,"034 K161400000","8","MANNIONS","LN","DANBURY","CT","06810"
119996717,"034 K161400000","8","MANNIONS","LN","DANBURY","CT","06810"
9324295,"034 K161400000","8","MANNIONS","LN","DANBURY","CT","06810"
208637888,"034 K161280000","8","SOUTH","ST","DANBURY","CT","06810"
119997887,"034 K161280000","8","SOUTH","ST","DANBURY","CT","06810"
9326530,"034 K161280000","8","SOUTH","ST","DANBURY","CT","06810"
208823731,"018 F16037","41B","SECOR","RD","BROOKFIELD","CT","06804"
120027269,"018 F16037","41B","SECOR","RD","BROOKFIELD","CT","06804"
120116400,"018 G17033","5A","FAIRFIELD","DR","BROOKFIELD","CT","06804"
9468224,"018 G17033","5A","FAIRFIELD","DR","BROOKFIELD","CT","06804"
208987675,"018 H14013","8","STAGE","RD","BROOKFIELD","CT","06804"
120053411,"018 H14013","8","STAGE","RD","BROOKFIELD","CT","06804"
9405880,"018 H14013","8","STAGE","RD","BROOKFIELD","CT","06804"
209076013,"018 H15024","4A","WHISCONIER","RD","BROOKFIELD","CT","06804"
120067046,"018 H15024","4A","WHISCONIER","RD","BROOKFIELD","CT","06804"
9410335,"018 H15024","4A","WHISCONIER","RD","BROOKFIELD","CT","06804"
209739142,"097 2 5 11","160","MOUNT PLEASANT","RD","NEWTOWN","CT","06470"
120170107,"097 2 5 11","160","MOUNT PLEASANT","RD","NEWTOWN","CT","06470"
9569101,"097 2 5 11","160","MOUNT PLEASANT","RD","NEWTOWN","CT","06470"
209794287,"097 6 4 15","10","TAUNTON","LN","NEWTOWN","CT","06470"
120178911,"097 6 4 15","10","TAUNTON","LN","NEWTOWN","CT","06470"
9565224,"097 6 4 15","10","TAUNTON","LN","NEWTOWN","CT","06470"
208583116,"097 25 1 70 LT 3","22","HORSESHOE RIDGE","RD","SANDY HOOK","CT","06482"
119989263,"097 25 1 70 LT 3","22","HORSESHOE RIDGE","RD","SANDY HOOK","CT","06482"
9321258,"097 25 1 70 LT 3","22","HORSESHOE RIDGE","RD","SANDY HOOK","CT","06482"
209000111,"097 17 1 42","9A","TAUNTON LAKE","RD","NEWTOWN","CT","06470"
120055269,"097 17 1 42","9A","TAUNTON LAKE","RD","NEWTOWN","CT","06470"
9398335,"097 17 1 42","9A","TAUNTON LAKE","RD","NEWTOWN","CT","06470"
210157931,"097 15 4 13","55","SUGAR","ST","NEWTOWN","CT","06470"
120238131,"097 15 4 13","55","SUGAR","ST","NEWTOWN","CT","06470"
9547327,"097 15 4 13","55","SUGAR","ST","NEWTOWN","CT","06470"
209746604,"097 39 2 8,10&11","5","GLEN","RD","SANDY HOOK","CT","06482"
120171277,"097 39 2 8,10&11","5","GLEN","RD","SANDY HOOK","CT","06482"
9514574,"097 39 2 8,10&11","5","GLEN","RD","SANDY HOOK","CT","06482"
9549395,"097 38 9 24","52","RIVERSIDE","RD","SANDY HOOK","CT","06482"
120211332,"097 38 9 24","52","RIVERSIDE","RD","SANDY HOOK","CT","06482"
209990981,"097 38 9 24","52","RIVERSIDE","RD","SANDY HOOK","CT","06482"
210077425,"097 44 1 5","84A","RIVERSIDE","RD","SANDY HOOK","CT","06482"
120224935,"097 44 1 5","84A","RIVERSIDE","RD","SANDY HOOK","CT","06482"
9554560,"097 44 1 5","84A","RIVERSIDE","RD","SANDY HOOK","CT","06482"
210263326,"097 38 10 6 LT A","7","BERKSHIRE","RD","SANDY HOOK","CT","06482"
120255807,"097 38 10 6 LT A","7","BERKSHIRE","RD","SANDY HOOK","CT","06482"
9590338,"097 38 10 6 LT A","7","BERKSHIRE","RD","SANDY HOOK","CT","06482"
210268272,"097 38 10 3","21C","BERKSHIRE","RD","SANDY HOOK","CT","06482"
120256636,"097 38 10 3","21C","BERKSHIRE","RD","SANDY HOOK","CT","06482"
9589089,"097 38 10 3","21C","BERKSHIRE","RD","SANDY HOOK","CT","06482"
209214001,"097 51 5 24","59","LAKEVIEW","TER","SANDY HOOK","CT","06482"
120088396,"097 51 5 24","59","LAKEVIEW","TER","SANDY HOOK","CT","06482"
